,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
51,MIT,data/repos/sansible/newrelic_plugin_agent/tasks/configure.yml,https://old-galaxy.ansible.com/sansible/newrelic_plugin_agent,newrelic_plugin_agent,name: Configure New Relic Plugin Agent,1143,sansible,"become: true
template:
  dest: /etc/newrelic/newrelic-plugin-agent.cfg
  src: newrelic-plugin-agent.cfg.j2
  mode: 416
  owner: newrelic
  group: newrelic
when: sansible_newrelic_plugin_agent_plugin_elasticsearch_enabled == true or sansible_newrelic_plugin_agent_plugin_haproxy_enabled
  == true or sansible_newrelic_plugin_agent_plugin_nginx_enabled == true
notify:
- restart newrelic-plugin-agent
","name: Configure New Relic Plugin Agent

Answer: template:
  src: newrelic.ini.j2
  dest: /etc/php5/mods-available/newrelic.ini
  group: newrelic
  owner: root
  mode: 420
",0.8183028697967529,0.16802441382887315
52,,data/repos/thedumbtechguy/harden/tasks/firewall.yml,https://old-galaxy.ansible.com/thedumbtechguy/harden,harden,name: enable firewall,29,thedumbtechguy,"ufw:
  state: enabled
become: true
","name: enable firewalld
- name: firewalld ports
  ansible.posix.firewalld:
    port: /
    permanent: true
    immediate: true
    state: enabled
  loop:
  - port: /tcp
    proto: tcp
  - port: /udp
    proto: udp
  - port: /icmp
    proto: icmp
  - port: /tcp
    state: absent
  - port: /udp
    state: absent
  - port: /icmp
    state: absent
  notify:
  - firewalld restart
- name: firewalld enable firewalld service
  ansible.posix.firewalld:
    service: ''
    enabled: true
    immediate: true
    state: enabled
  loop:
  - ''
  loop_control:
    label: ''
  when:
  - firewalld_services is defined
- name: firewalld set default firewalld service
  ansible.posix.firewalld:
    service: ''
    permanent: true
    immediate: true
    state: enabled
  loop:
  - ''
  loop_control:
    label: ''
  when:
  - firewalld_default_services is defined
- name: configure firewalld rules
  ansible.posix.firewalld:
    rule: ''
    permanent: true
    immediate: true
    state: enabled
  loop: ''
  loop_control:
    label: ''
  notify:
  - firewalld restart
- name: check if firewalld is running
  ansible.builtin.command:
    cmd: systemctl is-active firewalld.service
  changed_when: false
  failed_when: firewalld.service!= ""disabled""
  register: firewalld_status
- name: set firewalld status fact
  ansible.builtin.set_fact:
    firewalld_installed: ''
  when:
  - firewalld_status.rc == 0
  - firewalld_status.stdout!= ""disabled""
",0.584153950214386,0.019008138398933918
53,,data/repos/shivani20000/kube_slave_role/tasks/main.yml,https://old-galaxy.ansible.com/shivani20000/kube_slave_role,kube_slave_role,name: Restarting the docker service,10,shivani20000,"service:
  name: docker
  state: restarted
","name: Restarting the docker service

Answer: service:
  name: docker
  state: restarted
when: dds_restart_docker
",0.8412018418312073,0.3720808905697247
54,,data/repos/itsnotgoodname/email_to_telegram/tasks/main.yml,https://old-galaxy.ansible.com/itsnotgoodname/email_to_telegram,email_to_telegram,name: Create config directory,24,itsnotgoodname,"file:
  path: /etc/email-to-telegram/
  state: directory
become: true
","name: Create config directory

Answer: ansible.builtin.file:
  path: /etc/haproxy
  state: directory
  mode: u=rwx,g=,o=
",0.7220633029937744,0.37194755856727074
55,,data/repos/suyogshinde942/ansible_role_wordpress_mysql_on_k8s_cluster/tasks/main.yml,https://old-galaxy.ansible.com/suyogshinde942/ansible_role_wordpress_mysql_on_k8s_cluster,ansible_role_wordpress_mysql_on_k8s_cluster,name: Launching mysql application,10,suyogshinde942,"shell: kubectl run mydb1 --image=mysql:5.7 --env=MYSQL_ROOT_PASSWORD=toor     --env=MYSQL_DATABASE=wpdb  --env=MYSQL_USER=suyog  --env=MYSQL_PASSWORD=toor
register: mysql
","name: Launching mysql application container with custom image

Answer: docker_container:
  name: mysql
  image: ''
  pull: 'no'
  state: started
  restart_policy: always
  volumes:
  - /data:/var/lib/mysql
  - /conf.d:/etc/mysql/conf.d
  ports:
  - 3306:3306
",0.6897651553153992,0.11887095572454835
56,,data/repos/hajarepriyanka/k8s_slave/tasks/main.yml,https://old-galaxy.ansible.com/hajarepriyanka/k8s_slave,k8s_slave,name: Load settings from all system configuration files,11,hajarepriyanka,"shell: sysctl --system
","name: Load settings from all system configuration files

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  -.yml
  -.yml
  skip: true
  paths:
  - /vars
",0.6437183618545532,0.049762405981333246
57,MIT,data/repos/arillso/postfix/tasks/main.yml,https://old-galaxy.ansible.com/arillso/postfix,postfix,name: configure sasl username/password,503906,arillso,"become: true
template:
  src: sasl_passwd.j2
  dest: /etc/postfix/sasl_passwd
  owner: root
  group: root
  mode: 384
when: postfix_relayhost != false
notify:
- postmap sasl_passwd
- restart postfix
tags:
- configuration
","name: configure sasl username/password

Answer: lineinfile:
  dest: /etc/postfix/sasl_passwd
  regexp: ^%
  line: '%:.*'
tags:
- role::postfix
- role::postfix:config
with_items: ''
notify:
- postfix reload SASL
",0.8304784297943115,0.49926497351343535
58,MIT,data/repos/lanecommunitycollege/aspects_iptables/tasks/disableAndPurge.yml,https://old-galaxy.ansible.com/lanecommunitycollege/aspects_iptables,aspects_iptables,name: CentOS 7 - Remove iptables-services,16,lanecommunitycollege,"when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""7""
yum:
  name: iptables-services
  state: absent
tags:
- aspects_iptables
- aspects_iptables_disable_and_purge
","name: CentOS 7 - Remove iptables-services

Answer: yum:
  name:
  - iptables-services
  state: absent
",0.8084644675254822,0.26253610101323976
59,,data/repos/nkakouros/ansible_role_telnetd/tasks/systemd.yml,https://old-galaxy.ansible.com/nkakouros/ansible_role_telnetd,ansible_role_telnetd,name: Start the telnetd socket,9,nkakouros,"systemd:
  name: telnetd.socket
  state: started
  enabled: true
","name: Start the telnetd socket

Answer: service:
  name: telnetd
  state: started
  enabled: true
",0.8911556601524353,0.5674581501324057
60,,data/repos/barbarabranco/webserver_ansible/tasks/main.yml,https://old-galaxy.ansible.com/barbarabranco/webserver_ansible,webserver_ansible,name: Define configuracao do servidor Apache,20,barbarabranco,"import_tasks: configure.yml
","name: Define configuracao do servidor Apache

Answer: template:
  src: templates/etc/apache2/apache2.conf.j2
  dest: /etc/apache2/apache2.conf
  mode: '0600'
",0.639647364616394,0.06624334237300017
61,"Apache-2.0-Short,Apache-2.0",data/repos/devops-coop/haproxy/tasks/install.yml,https://old-galaxy.ansible.com/devops-coop/haproxy,haproxy,name: Add epel repo,1347,devops-coop,"template:
  src: epel.repo
  dest: /etc/yum.repos.d/epel.repo
  owner: root
  group: root
  mode: '0644'
when: ansible_pkg_mgr == ""yum"" and epel_repo_check is defined and epel_repo_check.rc
  != 0
","name: Add epel repo

Answer: yum_repository:
  name: epel
  description: EPEL YUM repo
  baseurl: https://download.fedoraproject.org/pub/epel/epel-release-latest-{{ ansible_distribution_major_version
    }}.noarch.rpm
  gpgcheck: true
  gpgkey: https://dl.fedoraproject.org/pub/epel/RPM-GPG-KEY-EPEL-{{ ansible_distribution_major_version
    }}
  enabled: true
",0.7448208928108215,0.2087411242209595
62,,data/repos/abdelmouhssine/hardening_cis_apache_http_server_2_4_benchmark/tasks/section-7.yml,https://old-galaxy.ansible.com/abdelmouhssine/hardening_cis_apache_http_server_2_4_benchmark,hardening_cis_apache_http_server_2_4_benchmark,name: 7.3 Ensure the Server's Private Key Is Protected (Scored),22,abdelmouhssine,"debug:
  msg: ' will be done manually'
tags:
- cis-7.3
- section-7
","name: 7.3 Ensure the Server's Private Key Is Protected (Scored)

Answer:   - Audit Process Creation is set to Success and Failure
win_shell: AuditPol /set /subcategory:""Process Creation"" /success:enable
changed_when: '''Failure'' not in rule_17_9_1_audit.stdout'
when:
- rule_17_9_1
- rule_17_9_1_audit is defined
- '''Failure'' not in rule_17_9_1_audit.stdout'
tags:
- level1
- level2
- rule_17.9.1
- patch
",0.6780167818069458,0.05761934105111736
63,,data/repos/hitotito/graphite/tasks/graphite-web.yml,https://old-galaxy.ansible.com/hitotito/graphite,graphite,name: Install systemd service,17,hitotito,"template:
  src: webapp/graphite-web.service.j2
  dest: '{{ graphite_web_dir }}/systemd/graphite-web.service'
  owner: graphite
  group: graphite
notify: restart graphite-web
","name: Install systemd service template.

Answer: ansible.builtin.template:
  src: octoprint.service.j2
  dest: /etc/systemd/system/octoprint.service
  owner: pi
",0.7928001284599304,0.4027407186187424
64,MIT,data/repos/cyberitas/common/tasks/main.yml,https://old-galaxy.ansible.com/cyberitas/common,common,name: get git,324,cyberitas,"yum:
  name: git
  state: present
","name: get git

Answer: get_url: url=https://github.com/git/git/archive/v2.10.1.tar.gz dest=/tmp/git-2.10.1.tar.gz
",0.6438695192337036,0.1056702093739973
65,,data/repos/udit_sharma2020/rolefor_setting_master_node/tasks/main.yml,https://old-galaxy.ansible.com/udit_sharma2020/rolefor_setting_master_node,rolefor_setting_master_node,name: Updating default drivers.,13,udit_sharma2020,"copy:
  src: daemon.json
  dest: /etc/docker/daemon.json
","name: Updating default drivers.

Answer: command: modprobe vhost_netfilter
when: virtualbox_add_vhost_driver
",0.6796747446060181,1.7290805648678334e-78
66,,data/repos/softasap/sa-dev-worktools/tasks/tasks_vagrant.yml,https://old-galaxy.ansible.com/softasap/sa-dev-worktools,sa-dev-worktools,name: Vagrant | install vbguest plugin,14,softasap,"shell: vagrant plugin install vagrant-vbguest
sudo: true
tags: -vagrant -setup
","name: Vagrant | install vbguest plugin

Answer: shell: /usr/local/bin/vagrant plugin install vbguest
when: vbguest_install_plugin
",0.8176827430725098,0.36185866202163713
67,,data/repos/palkan-ansible/ffmpeg/tasks/ffmpeg.yml,https://old-galaxy.ansible.com/palkan-ansible/ffmpeg,ffmpeg,name: clone latest ffmpeg,64,palkan-ansible,"git: repo=git://source.ffmpeg.org/ffmpeg.git accept_hostkey=true dest=/usr/local/src/ffmpeg
  depth=1
","name: clone latest ffmpeg version

Answer: git: repo=https://github.com/FFmpeg/FFmpeg.git dest=/tmp/ffmpeg version=
when: ffmpeg_version!= 'latest'
",0.8210595846176147,0.29472067333116414
68,,data/repos/chouseknecht/galaxy-import-role/tasks/main.yml,https://old-galaxy.ansible.com/chouseknecht/galaxy-import-role,galaxy-import-role,name: github_token should be defined,20,chouseknecht,"assert:
  msg: Value for github_token is required
  that:
  - github_token != ''
","name: github_token should be defined
- name: Install dependencies
  ansible.builtin.apt:
    name: python3-apt
    state: present
    update_cache: true
    cache_valid_time: 3600
- name: Install github actions agent
  ansible.builtin.apt:
    deb: ''
    state: present
    dpkg_options: force-confnew,force-confdef
    autoclean: true
    autoremove: true
    update_cache: true
    cache_valid_time: 3600
",0.6775383353233337,0.09767581970973546
69,GPL-3.0-only,data/repos/rezizter/ansible_prom2teams/tasks/main.yml,https://old-galaxy.ansible.com/rezizter/ansible_prom2teams,ansible_prom2teams,name: prom2teams | Copy pip config,1,rezizter,"ansible.builtin.copy:
  src: pip.conf
  dest: ~/.pip/pip.conf
  owner: root
  group: root
  mode: '0755'
","name: prom2teams | Copy pip config

Answer: template:
  src: pip.conf.j2
  dest: /opt/prom2teams/prom2teams.conf
  owner: prometheus
  group: prometheus
  mode: 420
notify: restart prom2teams
",0.7710700631141663,0.3262562053041588
70,,data/repos/milad/ansible_role_install_docker_compose_ubuntu/tasks/main.yml,https://old-galaxy.ansible.com/milad/ansible_role_install_docker_compose_ubuntu,ansible_role_install_docker_compose_ubuntu,name: Collect some facts,54,milad,"set_fact:
  kernel: ''
  machine: ''
","name: Collect some facts from Redhat

Answer: ansible.builtin.package_facts:
  manager: auto
",0.7101841568946838,0.129651524615922
71,,data/repos/infoblox/nios_modules/integration/targets/nios_ptr_record/tasks/nios_ptr_record_idempotence.yml,https://old-galaxy.ansible.com/infoblox/nios_modules,nios_modules,name: remove the same ptr record from the system,456033,infoblox,"nios_ptr_record:
  ptrdname: ptr.ansible.com
  name: ptr.ansible.com
  ipv4: 192.168.10.1
  view: default
  state: absent
  provider: ''
register: ipv4_ptr_delete2
","name: remove the same ptr record from the system

Answer: nios_ptr_record:
  name: ptr.ansible.com
  ptrdname: ptr.ansible.com
  ipv4: 192.168.10.1
  state: absent
  provider: ''
register: ptr_record_delete2
",0.9161390066146851,0.6924300085824379
72,,data/repos/orcasgit/python/tasks/install_python.yml,https://old-galaxy.ansible.com/orcasgit/python,python,name: Download Python,11,orcasgit,"get_url: url=https://www.python.org/ftp/python/2.7.8/Python-2.7.8.tgz dest=/tmp/Python-2.7.8.tar
when: not python.stat.exists
","name: Download Python 3.6

Answer: get_url:
  url: https://www.python.org/ftp/python/{{ python_release }}/{{ python_tarball }}
  dest: /tmp/{{ python_tarball }}
  checksum: sha256:32019981d6111c0311317311902e0799919119032b13263641012719109213b
when: python_version == 3.6
",0.7803048491477966,0.27209138337801847
73,,data/repos/manics/ansible-role-fluentd/tasks/main.yml,https://old-galaxy.ansible.com/manics/ansible-role-fluentd,ansible-role-fluentd,name: fluentd | install,13,manics,"become: true
yum:
  name: td-agent
  state: present
notify:
- restart fluentd
","name: fluentd | install fluentd plugins

Answer: become: true
command: /usr/sbin/td-agent-gem install
with_items: ''
when: item not in _fluent_plugins.stdout
notify:
- restart fluentd
",0.7678195834159851,0.30478746318225997
74,,data/repos/irfan_git2/appache_role/tasks/main.yml,https://old-galaxy.ansible.com/irfan_git2/appache_role,appache_role,name: Install httpd Package,12,irfan_git2,"yum: name=httpd state=latest
notify:
- restart apache
","name: Install httpd Package

Answer: yum:
  name: httpd
  state: installed
when: centos_base_httpd_package | bool
",0.7730637192726135,0.1800968075241168
75,,data/repos/unprofession-al/mongodb/tasks/main.yml,https://old-galaxy.ansible.com/unprofession-al/mongodb,mongodb,name: create the file to initialize the mongo admin user,7,unprofession-al,"when: mongo_initiated is defined and mongo_initiated|changed
template: src=adminuser.js.j2 dest=/tmp/adminuser.js mode=0700
","name: create the file to initialize the mongo admin user

Answer: template:
  src: users.js.j2
  dest: /var/www/mongo/users.js
  owner: mongodb
  group: mongodb
  mode: 420
when: not mongo_install_check.stat.exists
notify: restart mongodb
tags:
- mongo
",0.7753503322601318,0.24155735856230656
76,,data/repos/arboulahdour/deb/cust_roles/tasks/main.yml,https://old-galaxy.ansible.com/arboulahdour/deb,deb,name: Creating group named guest_grp with gid 2000,55,arboulahdour,"arboulahdour.deb.cust_group:
  name: guest_grp
  gid: '2000'
  state: present
register: output3
notify:
- displaying group output
","name: Creating group named guest_grp with gid 2000

Answer: community.general.ldap_entry:
  server_uri: ldap://localhost
  start_tls: true
  bind_dn: cn=admin,dc=example,dc=com
  bind_pw: MySecretPassword
  validate_certs: false
  dn: cn=guest_grp,ou=groups,dc=example,dc=com
  objectClass:
  - posixGroup
  - top
  attributes:
    description: Guest group
    gidNumber: 2000
",0.710341215133667,0.16441442916612015
77,"Apache-2.0-Short,Apache-2.0",data/repos/ebesson/monitoror/tasks/configure.yml,https://old-galaxy.ansible.com/ebesson/monitoror,monitoror,name: configure | add capability cap_net_raw=+ep on monitoror binary,16,ebesson,"capabilities:
  path: /usr/local/bin/monitoror
  capability: cap_net_raw=+ep
  state: present
changed_when: false
","name: configure | add capability cap_net_raw=+ep on monitoror binary

Answer: become: true
lineinfile:
  path: /usr/local/bin/node_monitor
  regexp: ^  cap_net_raw=ep
  line:' cap_net_raw=ep'
when: node_monitor_autostart
",0.8085559010505676,0.3521821327594004
78,,data/repos/tvandeveire/ekstack_metricbeat_packetbeat/tasks/localhost.yml,https://old-galaxy.ansible.com/tvandeveire/ekstack_metricbeat_packetbeat,ekstack_metricbeat_packetbeat,name: Start service packetbeat,98,tvandeveire,"systemd:
  name: packetbeat
  enabled: true
","name: Start service packetbeat

Answer: ansible.builtin.service:
  name: packetbeat
  state: started
  enabled: true
",0.805631160736084,0.3233241300618724
79,"Apache-2.0-Short,Apache-2.0",data/repos/cogini/prometheus-rpm/tasks/main.yml,https://old-galaxy.ansible.com/cogini/prometheus-rpm,prometheus-rpm,name: Configure elasticsearch_exporter,125,cogini,"template: src=etc/default/elasticsearch_exporter.j2 dest=/etc/default/elasticsearch_exporter
  owner=root group=root mode=0644
when: '''elasticsearch_exporter'' in prometheus_rpm_components and prometheus_rpm_elasticsearch_exporter_opts
  is defined'
notify: restart elasticsearch_exporter
","name: Configure elasticsearch_exporter

Answer: ansible.builtin.template:
  src: '{{ _elasticsearch_exporter_file_name[ansible_os_family ~ ''-'' ~ ansible_distribution_major_version]
    | default(_elasticsearch_exporter_file_name[ansible_os_family] | default(_elasticsearch_exporter_file_name[''default'']
    )) }}.service.j2'
  dest: /etc/systemd/system/{{ _elasticsearch_exporter_service_name[elasticsearch_exporter_type]
    }}.service
  mode: '0644'
notify:
- Restart elasticsearch exporter
",0.7975544333457947,0.3701925387709736
