,input,output,org_name,repo_name,license,path,download_link,download_count,starcoder-response,codebertscore,bleuscore
365,name: Install helm snap package,"snap:
  classic: true
  name: helm
",capitanh,microk8s_ansible_role,,data/repos/capitanh/microk8s_ansible_role/tasks/main.yml,https://old-galaxy.ansible.com/capitanh/microk8s_ansible_role,1904,"name: Install helm snap package

Answer: ansible.builtin.dnf:
  name: https://dl.snapcraft.io/snap/helm/latest/centos/x86_64/helm-3.5.3-linux-amd64.tar.gz
  state: present
changed_when: false
",0.6568622589111328,0.09910741920196346
366,name: copy wsenv,"template:
  src: bash_profile.j2
  dest: /home/oracle/.wsenv
  owner: oracle
  group: oracle
",danielino,weblogic,,data/repos/danielino/weblogic/tasks/service.yml,https://old-galaxy.ansible.com/danielino/weblogic,88,"name: copy wsenv.sh.j2 to /etc/profile.d/wsenv.sh

Answer: template:
  src: wsenv.sh.j2
  dest: /etc/profile.d/wsenv.sh
  owner: root
  group: root
  mode: 493
",0.8191215991973877,0.37011751387031516
367,name: Check if Stratum-0 exist,"command: cvmfs_server list
register: stratum0_list
",indigo-dc,cvmfs-server,,data/repos/indigo-dc/cvmfs-server/tasks/create_stratum_0.yml,https://old-galaxy.ansible.com/indigo-dc/cvmfs-server,34,"name: Check if Stratum-0 exist

Answer: stat:
  path: /etc/cerebro/stratum-0.conf
register: stratum_0_exist
tags:
- stratum
",0.7455292344093323,0.21000551288871117
368,name: Manage bacula-fd service,"service:
  name: bacula-fd
  state: started
  enabled: true
",diodonfrost,bacula_client,"Apache-2.0-Short,Apache-2.0",data/repos/diodonfrost/bacula_client/tasks/setup-FreeBSD.yml,https://old-galaxy.ansible.com/diodonfrost/bacula_client,27824,"name: Manage bacula-fd service

Answer: service:
  name: bacula-fd
  state: started
  enabled: true
",0.9045778512954712,0.5938383989951971
369,name: Cria pagina de Teste para PHP Memcached Debian/Ubuntu,"when: ansible_os_family == ""Debian""
template:
  src: cache-test.php.j2
  dest: /var/www/html/cache-test.php
  owner: www-data
  group: www-data
  mode: 420
tags: web
",fscojr,webserver,,data/repos/fscojr/webserver/tasks/configure.yml,https://old-galaxy.ansible.com/fscojr/webserver,18,"name: Cria pagina de Teste para PHP Memcached Debian/Ubuntu

Answer: template:
  src: templates/teste-memcached.php.j2
  dest: /var/www/html/teste-memcached.php
  mode: 420
when: memcached_teste
",0.8265349864959717,0.47655941442986577
370,name: Changing Ownership of K8S Config File,"shell: chown $(id -u):$(id -g) $HOME/.kube/config
changed_when: false
",saurabhkothawade01,k8s_master_ansible_role,,data/repos/saurabhkothawade01/k8s_master_ansible_role/tasks/main.yml,https://old-galaxy.ansible.com/saurabhkothawade01/k8s_master_ansible_role,12,"name: Changing Ownership of K8S Config File

Answer: file:
  path: /etc/kubernetes/admin.conf
  owner: root
  group: root
  mode: 384
",0.7171630859375,0.11153962452908361
371,name: Install latest Vagrant version,"apt: deb=/var/cache/apt/archives/vagrant__x86_64.deb state=installed
when: 'vagrant_installed.stat.exists == False or vagrant_current_version.stdout !=
  vagrant_latest_version.stdout

  '
tags: vagrant
",deimosfr,vagrant,GPL-2.0,data/repos/deimosfr/vagrant/tasks/upgrade.yml,https://old-galaxy.ansible.com/deimosfr/vagrant,22,"name: Install latest Vagrant version

Answer: shell: /tmp/vagrant.deb --target /usr/bin/vagrant install
args:
  creates: /usr/bin/vagrant
",0.7727521061897278,0.2819009950799928
372,name: Check if apache's php.ini is available,"stat: path=""/etc/php/7.0/apache2/php.ini""
register: modphp
",bearandgiraffe,php,Unlicense,data/repos/bearandgiraffe/php/tasks/10-configure.yml,https://old-galaxy.ansible.com/bearandgiraffe/php,52,"name: Check if apache's php.ini is available

Answer: stat:
  path: /etc/php/7.0/apache2/php.ini
register: php_ini
",0.8842474818229675,0.39705576377929236
373,name: Enable firewall rule,"command: esxcli network firewall ruleset set --ruleset-id syslog --enabled true
",miquelmariano,esxi_syslog,,data/repos/miquelmariano/esxi_syslog/tasks/set.yml,https://old-galaxy.ansible.com/miquelmariano/esxi_syslog,32,"name: Enable firewall rule for Docker

Answer: ansible.posix.firewalld:
  service: docker
  permanent: true
  state: enabled
notify: Reload firewalld
",0.7092378735542297,0.2205669040984713
374,name: Inicia e ativa na inicializacao o servico mariadb,"when: ansible_os_family == ""RedHat""
systemd:
  name: mariadb
  state: started
  enabled: true
tags: banco
",barbarabranco,mysql_ansible,,data/repos/barbarabranco/mysql_ansible/tasks/install.yml,https://old-galaxy.ansible.com/barbarabranco/mysql_ansible,23,"name: Inicia e ativa na inicializacao o servico mariadb

Answer: service:
  name: mariadb
  state: started
  enabled: true
",0.7571967244148254,0.47961721890076786
375,name: install python packages,"apt:
  name: python3-minimalpython3-pipunzipcron-apt
  state: present
",shifteoops,common_role,,data/repos/shifteoops/common_role/tasks/main.yml,https://old-galaxy.ansible.com/shifteoops/common_role,84,"name: install python packages

Answer: become: true
become_user: root
package:
  name: ''
  state: present
with_items:
- python-pip
",0.7503082156181335,0.32306717501335097
376,name: Install virtualenv,"ansible.builtin.shell: pip3 install virtualenv
",abrararshad,rabbitmq_consumer,,data/repos/abrararshad/rabbitmq_consumer/tasks/configure.yml,https://old-galaxy.ansible.com/abrararshad/rabbitmq_consumer,10,"name: Install virtualenv

Answer: pip: name=virtualenv version=1.11.4
",0.7150552272796631,0.3401469872067925
377,name: Enforce Password Complexity for EL6,"pamd:
  name: system-auth
  type: password
  control: requisite
  module_path: pam_cracklib.so
  module_arguments:
  - minlen=8
  - dcredit=-1
  - ucredit=-1
  - lcredit=-1
  - ocredit=-1
  state: args_present
when: ansible_distribution_major_version == ""6""
",riponbanik,password_policy,MIT,data/repos/riponbanik/password_policy/tasks/Setup_RedHat.yml,https://old-galaxy.ansible.com/riponbanik/password_policy,34,"name: Enforce Password Complexity for EL6

Answer: when:
- ansible_os_family == ""RedHat""
- ansible_distribution_major_version == ""6""
block:
- name: Install pam_cracklib
  ansible.builtin.package:
    name: pam_cracklib
    state: present
- name: Check if password-auth is configured
  ansible.builtin.command:
    cmd: grep password-auth /etc/pam.d/common-password
  register: common_password_status
  changed_when: false
  failed_when: common_password_status.rc!= 0
- name: Configure password-auth
  ansible.builtin.lineinfile:
    dest: /etc/pam.d/common-password
    regexp: password-auth
  when: common_password_status.rc == 0
",0.7238442301750183,0.23380835899842703
378,name: Configure sysctl,"sysctl:
  name: ''
  value: ''
  sysctl_file: /etc/sysctl.d/sonarqube.conf
  reload: true
with_items:
- name: vm.max_map_count
  value: '524288'
- name: fs.file-max
  value: '131072'
",uridium,sonarqube,MIT,data/repos/uridium/sonarqube/tasks/main.yml,https://old-galaxy.ansible.com/uridium/sonarqube,55,"name: Configure sysctl

Answer: ansible.posix.sysctl:
  name: ''
  value: ''
  sysctl_set: true
  state: present
  reload: true
loop: ''
loop_control:
  label: ''
when:
- sysctl_items is defined
- item.name is defined
- item.value is defined
- ansible_connection not in [ ""container"", ""docker"", ""community.docker.docker"" ]
",0.7434309124946594,0.3149449022929105
379,name: Creating user and group,"include: create_user.yml
",grycap,vivado,,data/repos/grycap/vivado/tasks/main.yml,https://old-galaxy.ansible.com/grycap/vivado,34,"name: Creating user and group

Answer: ansible.builtin.group:
  name: '{{ _dns_owner[ansible_os_family] | default(_dns_owner[''default'']) }}'
  state: present
",0.6739119291305542,0.04786346334290725
380,name: Install MYSQL database.,"apt: name= state=present update_cache=yes
with_items:
- mariadb-server
- mariadb-client
",gautamsoni17990,ansible_role_db_web,,data/repos/gautamsoni17990/ansible_role_db_web/tasks/main.yml,https://old-galaxy.ansible.com/gautamsoni17990/ansible_role_db_web,9,"name: Install MYSQL database.

Answer: mysql_db:
  name: ''
  state: present
with_items: ''
",0.7507627606391907,0.34568505206641453
381,name: get and unarchive flute archive,"unarchive:
  src: '{{ flute_repo }}/{{ flute_build }}/flute-6.1-SNAPSHOT.zip'
  dest: /opt/flute/lib
  remote_src: true
  group: flute
  creates: /opt/flute/lib/*.jar
",gingerte,fluteansible,MIT,data/repos/gingerte/fluteansible/tasks/main.yml,https://old-galaxy.ansible.com/gingerte/fluteansible,9,"name: get and unarchive flute archive

Answer: unarchive:
  src: https://github.com/flute-io/flute/releases/download/v{{ flute_version }}/flute_{{
    flute_version }}_linux_amd64.tar.gz
  dest: /usr/local/bin
  remote_src: true
  owner: root
  group: root
  mode: 493
become: true
",0.8108940720558167,0.3610444626913887
382,name: PHP | Phpbrew | Init,"become: true
shell: PHPBREW_HOME=/opt/phpbrew PHPBREW_ROOT=/opt/phpbrew  /usr/local/bin/phpbrew
  init
args:
  executable: /bin/bash
  creates: /opt/phpbrew/bashrc
  chdir: /opt/phpbrew/
",mrdatamapper,akademiano_php,"Apache-2.0-Short,Apache-2.0",data/repos/mrdatamapper/akademiano_php/tasks/compile.yml,https://old-galaxy.ansible.com/mrdatamapper/akademiano_php,49,"name: PHP | Phpbrew | Init phpbrew

Answer: shell: source ~/.bashrc && phpbrew init
args:
  chdir: ''
when: phpbrew_init_system == ""system""
",0.7694149613380432,0.3434781279035227
383,name: Set timezone.,"lineinfile:
  dest: /path/to/project/application/bootstrap.php
  regexp: ^date_default_timezone_set
  line: date_default_timezone_set('America/Chicago');
  state: present
",beetboxvm,beetbox-kohana,,data/repos/beetboxvm/beetbox-kohana/tasks/configure.yml,https://old-galaxy.ansible.com/beetboxvm/beetbox-kohana,270,"name: Set timezone.

Answer: community.general.timezone:
  name: Etc/UTC
",0.7486352920532227,0.09198420700660234
384,name: download forked tcollector,"become: true
become_user: root
git: repo=https://github.com/vicenteg/tcollector.git version=ISSUE-196 dest=/opt/tcollector
  force=yes
",vicenteg,mapr_tcollector,MIT,data/repos/vicenteg/mapr_tcollector/tasks/main.yml,https://old-galaxy.ansible.com/vicenteg/mapr_tcollector,20,"name: download forked tcollector

Answer: git: repo=https://github.com/jessehu/tcollector.git dest=/usr/local/src/tcollector version=0.0.1
",0.8420113325119019,0.5743470353733562
385,name: Install the mpc package for Debian derivatives,"apt:
  name: mpc
  state: installed
",sirboldilox,mpd,MIT,data/repos/sirboldilox/mpd/tasks/main.yml,https://old-galaxy.ansible.com/sirboldilox/mpd,18,"name: Install the mpc package for Debian derivatives

Answer: apt:
  name: mpc
  state: present
when: ansible_os_family == ""Debian""
",0.782664954662323,0.23006699557472582
386,name: Set elrepo_ver fact (el5),"tags: elrepo-release
set_fact:
  elrepo_ver: 5-5.el5
when: elrepo_rel == '5'
",pgporada,elrepo,,data/repos/pgporada/elrepo/tasks/setup_repo.yml,https://old-galaxy.ansible.com/pgporada/elrepo,28,"name: Set elrepo_ver fact (el5)

Answer: set_fact:
  elrepo_ver: 5
when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""5""
",0.8399460315704346,0.2940899781342584
387,name: SCORED | 18.8.28.3 | PATCH | (L1) Ensure 'Do not enumerate connected users on,"  domain-joined computers' is set to 'Enabled'
win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\System
  name: DontEnumerateConnectedUsers
  data: 1
  type: dword
when:
- rule_18_8_28_3
tags:
- level1-domaincontroller
- level1-memberserver
- rule_18.8.28.3
- patch
",georgenalen,windows_2016_cis,MIT,data/repos/georgenalen/windows_2016_cis/tasks/section18.yml,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,44,"name: SCORED | 18.8.28.3 | PATCH | (L1) Ensure 'Do not enumerate connected users on domain-joined

Answer:   computers' is set to Enabled
win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows Nt\Terminal Services
  name: fDisableCdm
  data: 1
  type: dword
when: rule_18_8_28_3
tags:
- level1
- level2
- rule_18.8.28.3
- patch
",0.8675357699394226,0.6736151012222755
388,name: Disable User Access to Locking Untrusted Sources Setting,"lineinfile:
  create: true
  mode: '0644'
  dest: /etc/.java/deployment/deployment.properties
  regexp: ^\s*#?\s*deployment.security.askgrantdialog.show.locked
  line: deployment.security.askgrantdialog.show.locked
tags:
- DISA-STIG-JRE8-UX-000090
- NIST-800-53-SC-18 (3)
- configure_strategy
- java_jre_lock_untrusted_sources_locked
- low_complexity
- low_disruption
- medium_severity
- no_reboot_needed
",inayatmadarangi,java_oscap_hardening,GPL-3.0-only,data/repos/inayatmadarangi/java_oscap_hardening/tasks/main.yml,https://old-galaxy.ansible.com/inayatmadarangi/java_oscap_hardening,10,"name: Disable User Access to Locking Untrusted Sources Setting

Answer: when:
- rule_18_9_100_1
- ansible_windows_domain_role == ""Primary domain controller""
win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\System
  name: DisableUserInputMessages
  data: 1
  type: dword
tags:
- level1
- level2
- rule_18.9.100.1
- patch
",0.6838022470474243,0.18930660559014528
389,name: Gather package facts,"package_facts:
  manager: auto
",winterheart,maxmind_geoipupdate,MIT,data/repos/winterheart/maxmind_geoipupdate/tasks/setup.yml,https://old-galaxy.ansible.com/winterheart/maxmind_geoipupdate,3290,"name: Gather package facts

Answer: package_facts:
  manager: auto
when:
- ansible_pkg_mgr == ""auto""
",0.7801108360290527,0.29628801433592994
390,name: Install git,"apt:
  name: git
  state: installed
  update_cache: true
  cache_valid_time: 36000
",egeneralov,redmine,MIT,data/repos/egeneralov/redmine/tasks/apt.yml,https://old-galaxy.ansible.com/egeneralov/redmine,115,"name: Install git_extra_packages

Answer: apt:
  name: ''
  state: present
with_items: ''
",0.7496854066848755,0.38916468723383774
391,name: Define o arquivo dump.sql,"copy:
  src: dump.sql
  dest: /tmp
  owner: root
  group: root
  mode: 420
tags: banco
",leopguimaraes,mysql_server,,data/repos/leopguimaraes/mysql_server/tasks/configure.yml,https://old-galaxy.ansible.com/leopguimaraes/mysql_server,20,"name: Define o arquivo dump.sql

Answer: set_fact:
  arq_dump: /tmp/dump_.sql
",0.7267730236053467,0.2746612540218866
392,name: Inicia e ativa na inicializacao o servico httpd,"when: ansible_os_family == ""RedHat""
systemd:
  name: httpd
  state: started
  enabled: true
tags: web
",alisio,web_server,,data/repos/alisio/web_server/tasks/install.yml,https://old-galaxy.ansible.com/alisio/web_server,24,"name: Inicia e ativa na inicializacao o servico httpd

Answer: service:
  name: httpd
  state: started
  enabled: true
",0.7627261877059937,0.475597817461936
393,name: Downloading the Sqoop Software!,"get_url:
  url: https://mirrors.estointernet.in/apache/sqoop/1.4.7/sqoop-1.4.7.bin__hadoop-2.6.0.tar.gz
  dest: /root/sqoop/sqoop-1.4.7.bin__hadoop-2.6.0.tar.gz
",harshitdawar55,apache_sqoop,GPL-3.0-only,data/repos/harshitdawar55/apache_sqoop/tasks/main.yml,https://old-galaxy.ansible.com/harshitdawar55/apache_sqoop,18,"name: Downloading the Sqoop Software!

Answer: get_url: url=http://archive.apache.org/dist/sqoop/1.4.6/sqoop-1.4.6.bin__hadoop-2.0.0.tar.gz
  dest=/usr/local/src/sqoop-1.4.6.bin__hadoop-2.0.0.tar.gz
",0.9118534326553345,0.5547206546737757
394,name: check if Java is installed.,"stat: path='{{ java_usr_folder }}/{{ java_folder_name }}-{{ java_version }}.0.{{ java_update
  }}+{{ java_build }}/release'
register: java_installed
",kami911,java_adopt_open_jdk11,MIT,data/repos/kami911/java_adopt_open_jdk11/tasks/download.yml,https://old-galaxy.ansible.com/kami911/java_adopt_open_jdk11,93,"name: check if Java is installed.

Answer: stat:
  path: /usr/bin/java
register: java_bin
",0.785707950592041,0.24443880930023568
395,name: configure /etc/haproxy/haproxy.cfg,"action: template src=haproxy.cfg.j2 dest=/etc/haproxy/haproxy.cfg owner=haproxy group=haproxy
  mode=""u=rw,g=r,o=r""
when: haproxy_frontends is defined
notify:
- restart haproxy
tags: haproxy
",jshima7,haproxy,,data/repos/jshima7/haproxy/tasks/haproxy.yml,https://old-galaxy.ansible.com/jshima7/haproxy,18,"name: configure /etc/haproxy/haproxy.cfg

Answer: template:
  src: haproxy.cfg.j2
  dest: /etc/haproxy/haproxy.cfg
  owner: root
  group: root
  mode: 420
notify: restart haproxy
",0.8807743787765503,0.561584224494217
