,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
50,youyo,,name: Configurations,data/repos/youyo/zabbix40_agent/tasks/el7.yml,"template:
  src: zabbix_agentd.conf.j2
  dest: /etc/zabbix/zabbix_agentd.conf
  mode: 420
notify: restart_zabbix_agent_systemd
",zabbix40_agent,36,https://old-galaxy.ansible.com/youyo/zabbix40_agent,"name: Configurations

Answer: template:
  src: etc/sysconfig/monasca-persister.j2
  dest: /etc/sysconfig/monasca-persister
  owner: root
  group: monasca
  mode: 420
notify:
- Restart monasca-persister
",0.8175495266914368,0.33462273988219476
51,sansible,MIT,name: Configure New Relic Plugin Agent,data/repos/sansible/newrelic_plugin_agent/tasks/configure.yml,"become: true
template:
  dest: /etc/newrelic/newrelic-plugin-agent.cfg
  src: newrelic-plugin-agent.cfg.j2
  mode: 416
  owner: newrelic
  group: newrelic
when: sansible_newrelic_plugin_agent_plugin_elasticsearch_enabled == true or sansible_newrelic_plugin_agent_plugin_haproxy_enabled
  == true or sansible_newrelic_plugin_agent_plugin_nginx_enabled == true
notify:
- restart newrelic-plugin-agent
",newrelic_plugin_agent,1143,https://old-galaxy.ansible.com/sansible/newrelic_plugin_agent,"name: Configure New Relic Plugin Agent

Answer: template:
  src: newrelic.ini.j2
  dest: /etc/php/5.6/cli/conf.d/newrelic.ini
  owner: root
  group: root
  mode: 420
notify:
- Restart New Relic Plugin Agent
",0.8190122842788696,0.2305852232462056
52,thedumbtechguy,,name: enable firewall,data/repos/thedumbtechguy/harden/tasks/firewall.yml,"ufw:
  state: enabled
become: true
",harden,29,https://old-galaxy.ansible.com/thedumbtechguy/harden,"name: enable firewalld

Answer: systemd:
  name: firewalld
  enabled: true
  state: started
",0.7613866925239563,0.27779582023475596
53,shivani20000,,name: Restarting the docker service,data/repos/shivani20000/kube_slave_role/tasks/main.yml,"service:
  name: docker
  state: restarted
",kube_slave_role,10,https://old-galaxy.ansible.com/shivani20000/kube_slave_role,"name: Restarting the docker service

Answer: service:
  name: docker
  state: restarted
when: ansible_os_family == ""Debian""
",0.8277863264083862,0.3386666244632994
54,itsnotgoodname,,name: Create config directory,data/repos/itsnotgoodname/email_to_telegram/tasks/main.yml,"file:
  path: /etc/email-to-telegram/
  state: directory
become: true
",email_to_telegram,24,https://old-galaxy.ansible.com/itsnotgoodname/email_to_telegram,"name: Create config directory

Answer: ansible.builtin.file:
  path: /etc/systemd/system/docker.service.d
  state: directory
  mode: '0755'
",0.7697629928588867,0.3267087650965224
55,suyogshinde942,,name: Launching mysql application,data/repos/suyogshinde942/ansible_role_wordpress_mysql_on_k8s_cluster/tasks/main.yml,"shell: kubectl run mydb1 --image=mysql:5.7 --env=MYSQL_ROOT_PASSWORD=toor     --env=MYSQL_DATABASE=wpdb  --env=MYSQL_USER=suyog  --env=MYSQL_PASSWORD=toor
register: mysql
",ansible_role_wordpress_mysql_on_k8s_cluster,10,https://old-galaxy.ansible.com/suyogshinde942/ansible_role_wordpress_mysql_on_k8s_cluster,"name: Launching mysql application container

Answer: docker_container:
  name: mysql
  image: mysql:5.7
  state: started
  restart_policy: always
  volumes:
  - /data/mysql:/var/lib/mysql
  ports:
  - 3306:3306
  env:
    MYSQL_ROOT_PASSWORD: root
    MYSQL_PASSWORD: root
    MYSQL_DATABASE: test
    MYSQL_USER: test
    MYSQL_ALLOW_EMPTY_PASSWORD: 'yes'
",0.7739428877830505,0.25431288240807
56,hajarepriyanka,,name: Load settings from all system configuration files,data/repos/hajarepriyanka/k8s_slave/tasks/main.yml,"shell: sysctl --system
",k8s_slave,11,https://old-galaxy.ansible.com/hajarepriyanka/k8s_slave,"name: Load settings from all system configuration files

Answer: ansible.builtin.command:
  cmd: dpkg-reconfigure --frontend=noninteractive --config noninteractive --force
  creates: /etc/apt/apt.conf.d/00-debian-FRONTEND
changed_when: false
",0.6800132393836975,0.03784721531368881
57,arillso,MIT,name: configure sasl username/password,data/repos/arillso/postfix/tasks/main.yml,"become: true
template:
  src: sasl_passwd.j2
  dest: /etc/postfix/sasl_passwd
  owner: root
  group: root
  mode: 384
when: postfix_relayhost != false
notify:
- postmap sasl_passwd
- restart postfix
tags:
- configuration
",postfix,503906,https://old-galaxy.ansible.com/arillso/postfix,"name: configure sasl username/password

Answer: template:
  src: sasl_passwd.conf.j2
  dest: /etc/postfix/sasl_passwd
  owner: root
  group: root
  mode: 420
notify: restart postfix
",0.8963081240653992,0.6480044370093607
58,lanecommunitycollege,MIT,name: CentOS 7 - Remove iptables-services,data/repos/lanecommunitycollege/aspects_iptables/tasks/disableAndPurge.yml,"when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""7""
yum:
  name: iptables-services
  state: absent
tags:
- aspects_iptables
- aspects_iptables_disable_and_purge
",aspects_iptables,16,https://old-galaxy.ansible.com/lanecommunitycollege/aspects_iptables,"name: CentOS 7 - Remove iptables-services

Answer: ansible.builtin.yum:
  name:
  - iptables-services
  state: absent
when:
- ansible_distribution == ""CentOS""
- ansible_distribution_major_version == ""7""
",0.8716571927070618,0.7011158703726543
59,nkakouros,,name: Start the telnetd socket,data/repos/nkakouros/ansible_role_telnetd/tasks/systemd.yml,"systemd:
  name: telnetd.socket
  state: started
  enabled: true
",ansible_role_telnetd,9,https://old-galaxy.ansible.com/nkakouros/ansible_role_telnetd,"name: Start the telnetd socket

Answer: service:
  name: telnetd
  state: started
  enabled: true
",0.8911556601524353,0.5674581501324057
60,barbarabranco,,name: Define configuracao do servidor Apache,data/repos/barbarabranco/webserver_ansible/tasks/main.yml,"import_tasks: configure.yml
",webserver_ansible,20,https://old-galaxy.ansible.com/barbarabranco/webserver_ansible,"name: Define configuracao do servidor Apache

Answer: template:
  src: templates/etc/apache2/conf-available/server.conf.j2
  dest: /etc/apache2/conf-available/server.conf
  mode: '0600'
",0.6346204280853271,0.056189749985119664
61,devops-coop,"Apache-2.0-Short,Apache-2.0",name: Add epel repo,data/repos/devops-coop/haproxy/tasks/install.yml,"template:
  src: epel.repo
  dest: /etc/yum.repos.d/epel.repo
  owner: root
  group: root
  mode: '0644'
when: ansible_pkg_mgr == ""yum"" and epel_repo_check is defined and epel_repo_check.rc
  != 0
",haproxy,1347,https://old-galaxy.ansible.com/devops-coop/haproxy,"name: Add epel repo

Answer: yum_repository:
  name: epel
  description: EPEL YUM repo
  baseurl: https://dl.fedoraproject.org/pub/epel/epel-release-latest-{{ ansible_distribution_major_version
    }}.noarch.rpm
  gpgcheck: true
  gpgkey: https://dl.fedoraproject.org/pub/epel/RPM-GPG-KEY-EPEL-{{ ansible_distribution_major_version
    }}
  enabled: true
",0.747093677520752,0.2104700111065424
62,abdelmouhssine,,name: 7.3 Ensure the Server's Private Key Is Protected (Scored),data/repos/abdelmouhssine/hardening_cis_apache_http_server_2_4_benchmark/tasks/section-7.yml,"debug:
  msg: ' will be done manually'
tags:
- cis-7.3
- section-7
",hardening_cis_apache_http_server_2_4_benchmark,22,https://old-galaxy.ansible.com/abdelmouhssine/hardening_cis_apache_http_server_2_4_benchmark,"name: 7.3 Ensure the Server's Private Key Is Protected (Scored)

Answer: command: echo true
changed_when: false
failed_when: false
when: rule_18_9_26_1_2
tags:
- level1
- level2
- rule_18.9.26.1.2
- patch
",0.7064989805221558,0.08572204886557244
63,hitotito,,name: Install systemd service,data/repos/hitotito/graphite/tasks/graphite-web.yml,"template:
  src: webapp/graphite-web.service.j2
  dest: '{{ graphite_web_dir }}/systemd/graphite-web.service'
  owner: graphite
  group: graphite
notify: restart graphite-web
",graphite,17,https://old-galaxy.ansible.com/hitotito/graphite,"name: Install systemd service unit

Answer: template:
  src: nginx_exporter.service.j2
  dest: /etc/systemd/system/nginx_exporter.service
  owner: root
  group: root
  mode: 420
notify: restart nginx_exporter
",0.8250840306282043,0.43970168009431676
64,cyberitas,MIT,name: get git,data/repos/cyberitas/common/tasks/main.yml,"yum:
  name: git
  state: present
",common,324,https://old-galaxy.ansible.com/cyberitas/common,"name: get gitlab ci runner

Answer: git:
  repo: https://gitlab.com/gitlab-org/gitlab-runner.git
  dest: /tmp/gitlab-runner
  version: v11.10.0
  clone: true
",0.6736546754837036,0.10796909579381894
65,udit_sharma2020,,name: Updating default drivers.,data/repos/udit_sharma2020/rolefor_setting_master_node/tasks/main.yml,"copy:
  src: daemon.json
  dest: /etc/docker/daemon.json
",rolefor_setting_master_node,13,https://old-galaxy.ansible.com/udit_sharma2020/rolefor_setting_master_node,"name: Updating default drivers.

Answer: command: dkms add -m nvidia -v 440.33.00
",0.6742330193519592,2.289364020188375e-78
66,softasap,,name: Vagrant | install vbguest plugin,data/repos/softasap/sa-dev-worktools/tasks/tasks_vagrant.yml,"shell: vagrant plugin install vagrant-vbguest
sudo: true
tags: -vagrant -setup
",sa-dev-worktools,14,https://old-galaxy.ansible.com/softasap/sa-dev-worktools,"name: Vagrant | install vbguest plugin

Answer: ansible.builtin.gem:
  name: vbguest
  state: present
become: true
",0.817855179309845,0.34232409506302625
67,palkan-ansible,,name: clone latest ffmpeg,data/repos/palkan-ansible/ffmpeg/tasks/ffmpeg.yml,"git: repo=git://source.ffmpeg.org/ffmpeg.git accept_hostkey=true dest=/usr/local/src/ffmpeg
  depth=1
",ffmpeg,64,https://old-galaxy.ansible.com/palkan-ansible/ffmpeg,"name: clone latest ffmpeg

Answer: git:
  repo: https://github.com/FFmpeg/FFmpeg.git
  dest: /usr/local/src/ffmpeg
  version: master
  update: true
  recursive: true
",0.8502116799354553,0.33703641342316587
68,chouseknecht,,name: github_token should be defined,data/repos/chouseknecht/galaxy-import-role/tasks/main.yml,"assert:
  msg: Value for github_token is required
  that:
  - github_token != ''
",galaxy-import-role,20,https://old-galaxy.ansible.com/chouseknecht/galaxy-import-role,"name: github_token should be defined

Answer: fail:
  msg: github_token is not defined
when: github_token is not defined
",0.8265165090560913,0.35575430333902225
69,rezizter,GPL-3.0-only,name: prom2teams | Copy pip config,data/repos/rezizter/ansible_prom2teams/tasks/main.yml,"ansible.builtin.copy:
  src: pip.conf
  dest: ~/.pip/pip.conf
  owner: root
  group: root
  mode: '0755'
",ansible_prom2teams,1,https://old-galaxy.ansible.com/rezizter/ansible_prom2teams,"name: prom2teams | Copy pip config

Answer: template:
  src: pip.config.j2
  dest: /root/.pip/pip.conf
  owner: root
  group: root
  mode: 420
become: true
",0.8352659940719604,0.5036567968968617
70,milad,,name: Collect some facts,data/repos/milad/ansible_role_install_docker_compose_ubuntu/tasks/main.yml,"set_fact:
  kernel: ''
  machine: ''
",ansible_role_install_docker_compose_ubuntu,54,https://old-galaxy.ansible.com/milad/ansible_role_install_docker_compose_ubuntu,"name: Collect some facts

Answer: ansible.builtin.debug:
  msg:
  - '--------------------------------------------------------------------'
  - Collecting some facts...
  - '--------------------------------------------------------------------'
",0.6769159436225891,0.049651588008854386
71,infoblox,,name: remove the same ptr record from the system,data/repos/infoblox/nios_modules/integration/targets/nios_ptr_record/tasks/nios_ptr_record_idempotence.yml,"nios_ptr_record:
  ptrdname: ptr.ansible.com
  name: ptr.ansible.com
  ipv4: 192.168.10.1
  view: default
  state: absent
  provider: ''
register: ipv4_ptr_delete2
",nios_modules,456033,https://old-galaxy.ansible.com/infoblox/nios_modules,"name: remove the same ptr record from the system

Answer: nios_ptr_record:
  name: ptr.ansible.com
  ptrdname: ptr.ansible.com
  ipv4: 192.168.10.1
  state: absent
  provider: ''
register: ptr_record_delete2
",0.9161390066146851,0.6924300085824379
72,orcasgit,,name: Download Python,data/repos/orcasgit/python/tasks/install_python.yml,"get_url: url=https://www.python.org/ftp/python/2.7.8/Python-2.7.8.tgz dest=/tmp/Python-2.7.8.tar
when: not python.stat.exists
",python,11,https://old-galaxy.ansible.com/orcasgit/python,"name: Download Python 3.6.3

Answer: get_url:
  url: https://www.python.org/ftp/python/{{ python_release }}/Python-{{ python_release
    }}.tar.xz
  dest: /tmp/python-3.6.3.tar.xz
  checksum: sha256:227225522552255225522552255225522552255225522552255225522552255
when: not python_363_installed.stat.exists
",0.8088563680648804,0.30542675412201603
73,manics,,name: fluentd | install,data/repos/manics/ansible-role-fluentd/tasks/main.yml,"become: true
yum:
  name: td-agent
  state: present
notify:
- restart fluentd
",ansible-role-fluentd,13,https://old-galaxy.ansible.com/manics/ansible-role-fluentd,"name: fluentd | install fluentd

Answer: become: true
apt:
  name: fluentd
  state: present
  update_cache: true
notify:
- restart fluentd
",0.838022768497467,0.4799017611917623
74,irfan_git2,,name: Install httpd Package,data/repos/irfan_git2/appache_role/tasks/main.yml,"yum: name=httpd state=latest
notify:
- restart apache
",appache_role,12,https://old-galaxy.ansible.com/irfan_git2/appache_role,"name: Install httpd Package

Answer: apt:
  name: httpd
  state: present
",0.7773699164390564,0.2635358483644442
75,unprofession-al,,name: create the file to initialize the mongo admin user,data/repos/unprofession-al/mongodb/tasks/main.yml,"when: mongo_initiated is defined and mongo_initiated|changed
template: src=adminuser.js.j2 dest=/tmp/adminuser.js mode=0700
",mongodb,7,https://old-galaxy.ansible.com/unprofession-al/mongodb,"name: create the file to initialize the mongo admin user

Answer: template:
  src: init-mongod.sh.j2
  dest: /usr/local/bin/init-mongod.sh
  mode: 493
",0.7887544631958008,0.31698072895814966
76,arboulahdour,,name: Creating group named guest_grp with gid 2000,data/repos/arboulahdour/deb/cust_roles/tasks/main.yml,"arboulahdour.deb.cust_group:
  name: guest_grp
  gid: '2000'
  state: present
register: output3
notify:
- displaying group output
",deb,55,https://old-galaxy.ansible.com/arboulahdour/deb,"name: Creating group named guest_grp with gid 2000

Answer: group:
  name: guest_grp
  gid: '2000'
  state: present
",0.8132429718971252,0.5708903854370712
77,ebesson,"Apache-2.0-Short,Apache-2.0",name: configure | add capability cap_net_raw=+ep on monitoror binary,data/repos/ebesson/monitoror/tasks/configure.yml,"capabilities:
  path: /usr/local/bin/monitoror
  capability: cap_net_raw=+ep
  state: present
changed_when: false
",monitoror,16,https://old-galaxy.ansible.com/ebesson/monitoror,"name: configure | add capability cap_net_raw=+ep on monitoror binary

Answer: become: true
file:
  path: /usr/local/bin/monitoror
  mode: u=rwx,g=rx,o=rx
  state: link
",0.829330563545227,0.45979293497126283
78,tvandeveire,,name: Start service packetbeat,data/repos/tvandeveire/ekstack_metricbeat_packetbeat/tasks/localhost.yml,"systemd:
  name: packetbeat
  enabled: true
",ekstack_metricbeat_packetbeat,98,https://old-galaxy.ansible.com/tvandeveire/ekstack_metricbeat_packetbeat,"name: Start service packetbeat

Answer: ansible.builtin.service:
  name: packetbeat
  state: started
  enabled: true
",0.805631160736084,0.3233241300618724
79,cogini,"Apache-2.0-Short,Apache-2.0",name: Configure elasticsearch_exporter,data/repos/cogini/prometheus-rpm/tasks/main.yml,"template: src=etc/default/elasticsearch_exporter.j2 dest=/etc/default/elasticsearch_exporter
  owner=root group=root mode=0644
when: '''elasticsearch_exporter'' in prometheus_rpm_components and prometheus_rpm_elasticsearch_exporter_opts
  is defined'
notify: restart elasticsearch_exporter
",prometheus-rpm,125,https://old-galaxy.ansible.com/cogini/prometheus-rpm,"name: Configure elasticsearch_exporter

Answer: ansible.builtin.template:
  src: elasticsearch_exporter.yml.j2
  dest: /etc/default/elasticsearch-exporter
  owner: root
  group: root
  mode: 420
notify: Restart elasticsearch exporter
",0.8558652400970459,0.5224384649844203
80,capitanh,,name: Add openjdk ppa repo,data/repos/capitanh/gocd-ansible-role/tasks/Debian.yml,"apt_repository:
  repo: ppa:openjdk-r/ppa
  state: present
  update_cache: false
",gocd-ansible-role,144,https://old-galaxy.ansible.com/capitanh/gocd-ansible-role,"name: Add openjdk ppa repo

Answer: apt_repository:
  repo: ppa:openjdk-r/ppa
  state: present
",0.8965185284614563,0.6546277075308065
81,drew1kun,MIT,name: '[wpa_supplicant] Waiting for managed host to come back after reboot',data/repos/drew1kun/rpi_network/tasks/wpa_supplicant.yml,"wait_for:
  host: ''
  port: 22
  delay: 1
become: false
when: rpi_network_wifi_if.rc != 0
tags: rpi_network
",rpi_network,44,https://old-galaxy.ansible.com/drew1kun/rpi_network,"name: '[wpa_supplicant] Waiting for managed host to come back after reboot'

Answer: wait_for:
  host: '{{ inventory_hostname_short }}'
  timeout: 600
when:
- wpa_supplicant_managed
",0.7458799481391907,0.22415509644807832
