,license,org_name,download_count,input,repo_name,path,output,download_link,starcoder-response,codebertscore,bleuscore
161,,acandid,37,name: Import task create_share_folder.yml,nfs,data/repos/acandid/nfs/tasks/main.yml,"import_tasks: create_share_folder.yml
when: inventory_hostname in groups['nfs_server']
tags: create_share
",https://old-galaxy.ansible.com/acandid/nfs,"name: Import task create_share_folder.yml

Answer: ansible.builtin.import_tasks: create_share_folder.yml
when:
- ansible_os_family == ""Windows""
",0.8010502457618713,0.4552772991824663
162,,erik_larsson,9,name: Adiciona usuario admin e configura privilegios,mysql_server,data/repos/erik_larsson/mysql_server/tasks/database.yml,"mysql_user:
  name: admin
  password: 4linux
  host: ''
  state: present
  priv: dexter500.*:ALL
with_items:
- localhost
- 127.0.0.1
- '%'
tags: banco
",https://old-galaxy.ansible.com/erik_larsson/mysql_server,"name: Adiciona usuario admin e configura privilegios

Answer: user:
  name: admin
  group: '{{ _haproxy_group[ansible_os_family] | default(_haproxy_group[''default''])
    }}'
  home: /var/lib/haproxy
  createhome: false
  comment: 'Haproxy administração de balanceamento de carga.'
  state: present
when:
- haproxy_backend_http_enable_admin | default(false)
",0.6736850738525391,0.19138368239269962
163,"Apache-2.0-Short,Apache-2.0",jeetshetty,74,name: load variables,ansible-role-greenpithumb,data/repos/jeetshetty/ansible-role-greenpithumb/tasks/main.yml,"include_vars: main.yml
",https://old-galaxy.ansible.com/jeetshetty/ansible-role-greenpithumb,"name: load variables

Answer: include_vars: ''
with_first_found:
- -.yml
-.yml
-.yml
- default.yml
",0.7573481798171997,0.17044206323873068
164,,frank6866,35,name: template etcd rc file,etcd,data/repos/frank6866/etcd/tasks/tls.yml,"template: src=etcd.rc.j2 dest=~/etcd_rc_files/etcd.rc  mode=644 backup=yes
",https://old-galaxy.ansible.com/frank6866/etcd,"name: template etcd rc file

Answer: become: true
template:
  src: etcd.conf.j2
  dest: /etc/etcd/etcd.conf
  owner: root
  group: etcd
  mode: 420
notify: restart etcd
",0.8252933025360107,0.21786340866775286
165,GPL-3.0-only,serverfriendsorg,17,name: Start and enable liveconfig,liveconfig,data/repos/serverfriendsorg/liveconfig/tasks/main.yml,"service:
  name: liveconfig
  enabled: true
  state: started
",https://old-galaxy.ansible.com/serverfriendsorg/liveconfig,"name: Start and enable liveconfig service

Answer: ansible.builtin.service:
  name: liveconfig
  state: started
  enabled: true
",0.8549487590789795,0.46419527372675573
166,MIT,tinygg,36,name: Add Elasticsearch GPG key.,ansible_elasticsearch,data/repos/tinygg/ansible_elasticsearch/tasks/setup-RedHat.yml,"rpm_key:
  key: https://artifacts.elastic.co/GPG-KEY-elasticsearch
  state: present
",https://old-galaxy.ansible.com/tinygg/ansible_elasticsearch,"name: Add Elasticsearch GPG key.

Answer: apt_key:
  url: https://artifacts.elastic.co/GPG-KEY-elasticsearch
  state: present
",0.9042447805404663,0.6256895026292296
167,MIT,softasap,14,name: Alpine | Install GLIBC | Step 13,sa-glibc-layer-container,data/repos/softasap/sa-glibc-layer-container/tasks/tasks_alpine_glibc.yml,"file: path=""/root/.wget-hsts"" state=""absent""
",https://old-galaxy.ansible.com/softasap/sa-glibc-layer-container,"name: Alpine | Install GLIBC | Step 13

Answer: apk:
  name: glibc
  update_cache: true
become: true
register: result
until: result is successful
when: ansible_distribution == ""Alpine""
",0.6337895393371582,1.526715979092861e-78
168,,asg1612,13284,name: add repository key,gocd,data/repos/asg1612/gocd/tasks/main.yml,"get_url:
  url: https://download.gocd.io/GOCD-GPG-KEY.asc
  dest: /tmp/GOCD-GPG-KEY.asc
become: true
",https://old-galaxy.ansible.com/asg1612/gocd,"name: add repository key

Answer: apt_key:
  url: https://download.docker.com/linux/ubuntu/gpg
  state: present
",0.7915725708007812,0.3321876009410218
169,,coaxial,278,name: Rebuild tarsnap cache,backup,data/repos/coaxial/backup/tasks/main.yml,"become: true
command: tarsnap --fsck
when: backup__rebuild_cache
changed_when: false
",https://old-galaxy.ansible.com/coaxial/backup,"name: Rebuild tarsnap cache

Answer: command: tarsnap --rebuild-cache
when: tarsnap_cache_result.changed
",0.8504639863967896,0.46615780233842163
170,,dblenkus,120,name: Install Python utilities,common,data/repos/dblenkus/common/tasks/python.yml,"package: name= state=present
with_items:
- python-virtualenv
- python-ipython-console
",https://old-galaxy.ansible.com/dblenkus/common,"name: Install Python utilities

Answer: become: true
yum:
  name:
  - python-pip
  - python-devel
  - python-virtualenv
  - python-virtualenvwrapper
  state: present
",0.8323193192481995,0.3214164042957968
171,,redouane,15,name: install influxdb package,influxdb,data/repos/redouane/influxdb/tasks/main.yml,"apt: deb=/tmp/influxdb_0.9.5_amd64.deb state=present
when: influxdb_installed_check.rc == 1
",https://old-galaxy.ansible.com/redouane/influxdb,"name: install influxdb package

Answer: apt:
  deb: /tmp/influxdb_1.1.0.x86_64.deb
  state: present
",0.8519437313079834,0.5140987303022952
172,,kucerakk,31,name: Create required directories,apimon,data/repos/kucerakk/apimon/scheduler/tasks/main.yml,"become: true
file:
  dest: ''
  state: directory
  owner: apimon
  group: apimon
  recurse: true
loop:
- dest: /var/log/apimon
- dest: /var/lib/apimon
- dest: /etc/apimon
- dest: /home/apimon/tmp
",https://old-galaxy.ansible.com/kucerakk/apimon,"name: Create required directories

Answer: ansible.builtin.file:
  path: ''
  state: directory
  mode: ''
  owner: ''
  group: ''
loop:
- path: '{{ _dns_datadir[ansible_os_family] | default(_dns_datadir[''default'']) }}'
  mode: '1770'
  owner: '{{ _dns_owner[ansible_os_family] | default(_dns_owner[''default'']) }}'
  group: '{{ _dns_group[ansible_os_family] | default(_dns_group[''default'']) }}'
- path: '{{ _dns_confdir[ansible_os_family] | default(_dns_confdir[''default'']) }}'
  mode: '0755'
  owner: root
  group: root
loop_control:
  label: ''
",0.6869913935661316,0.15567007298264532
173,,hyperfocus1337,19,name: make new rds database,ansible_website_role,data/repos/hyperfocus1337/ansible_website_role/tasks/database/create-rds-db.yml,"mysql_db: name={{ name }} login_host={{ aws_region }}.rds.amazonaws.com:{{ mysql_port
  }} login_port={{ mysql_port }} login_user= login_password= state=present
",https://old-galaxy.ansible.com/hyperfocus1337/ansible_website_role,"name: make new rds database

Answer: oracle_database:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  state: present
  database: rds
  pdb_name: XEPDB2
  pdb_admin_username: foo
  pdb_admin_password: bar
  file_name_convert:
    /opt/oracle/oradata/XE/pdbseed: /tmp/xepdb2/dbf01
",0.6955840587615967,0.15132335699052188
174,MIT,hwwilliams,82,name: Ensure Cockpit Storaged Packages Are Present,cockpit,data/repos/hwwilliams/cockpit/tasks/main.yml,"become: true
package:
  name: cockpit-storaged
  state: present
notify: Restart Cockpit
when: cockpit_storaged
",https://old-galaxy.ansible.com/hwwilliams/cockpit,"name: Ensure Cockpit Storaged Packages Are Present

Answer: ansible.builtin.package:
  name: cockpit-storaged
  state: present
",0.8224886655807495,0.5631058589324359
175,,ffornari90,9,name: edit database server port,ansible_role_phpmyadmin,data/repos/ffornari90/ansible_role_phpmyadmin/tasks/main.yml,"replace:
  path: /etc/phpMyAdmin/config.inc.php
  regexp: ^\$cfg\[\'Servers\'\]\[\$i\]\[\'port\'\]          = \'(.*)\'\;(.*)$
  replace: $cfg['Servers'][$i]['port']          = '3306';
notify: restart php-fpm
",https://old-galaxy.ansible.com/ffornari90/ansible_role_phpmyadmin,"name: edit database server port

Answer: oracle_parameter:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  name: port
  value: 12345
  state: defined
  scope: spfile
",0.668273389339447,0.13252122890791532
176,,govi230,9,name: 'Install docker on ',kubernetescluster19,data/repos/govi230/kubernetescluster19/tasks/CREngine/docker/Amazon/type_1.yml,"package:
  name: docker
  state: present
register: docker_pkg_status
",https://old-galaxy.ansible.com/govi230/kubernetescluster19,"name: 'Install docker on '

Answer: ansible.builtin.apt:
  name: docker-ce
  state: present
  update_cache: true
",0.7677145004272461,0.39371408647501277
177,,mohsensy,23,name: Unarchive the zookeeper archive,zookeeper,data/repos/mohsensy/zookeeper/tasks/main.yml,"unarchive:
  src: /opt/archives/zookeeper-3.4.10.tar.gz
  dest: /opt/zookeeper
  owner: zookeeper
  group: zookeeper
  remote_src: true
notify: restart zookeeper
",https://old-galaxy.ansible.com/mohsensy/zookeeper,"name: Unarchive the zookeeper archive

Answer: unarchive: src=/tmp/zookeeper-{{zookeeper_version}}.tar.gz dest=/usr/local/bin copy=no
",0.8300125002861023,0.3763471860779237
178,GPL-2.0,radamanth,79,name: Create joomla DB user,joomla-ansible,data/repos/radamanth/joomla-ansible/tasks/main.yml,"mysql_user: name=""joomla"" password=""DontLetThisLikeThisYouFool!"" priv=""joomla.*:ALL""
  state=""present"" append_privs=yes
tags:
- joomla
",https://old-galaxy.ansible.com/radamanth/joomla-ansible,"name: Create joomla DB user

Answer: mysql_user:
  name: joomla
  password: joomla
  priv: '*.*:ALL'
  host: localhost
  login_unix_socket: /var/run/mysqld/mysqld.sock
",0.7466503381729126,0.32704045644788443
179,Unlicense,nover,31,name: insert configuration template,mariadb,data/repos/nover/mariadb/tasks/main.yml,"template: src=mariadb.cnf.j2 dest=/etc/mysql/conf.d/mariadb.cnf owner=root group=root
  mode=""u=rw,g=r,o=r""
notify: mariadb_reload
",https://old-galaxy.ansible.com/nover/mariadb,"name: insert configuration template

Answer: template:
  src: config.j2
  dest: /etc/consul.d/config.json
  owner: consul
  group: consul
  mode: 416
notify:
- restart consul
",0.7948015332221985,0.28826324868355063
180,MIT,fubarhouse,41,name: Include youtrack distribution tasks,jetbrains-youtrack,data/repos/fubarhouse/jetbrains-youtrack/tasks/main.yml,"include: tasks-youtrack-distribution.yml
when:
- init_file.stat.exists|bool == false
- youtrack_version|string not in youtrack_installed_version.stdout
- youtrack_build|string not in youtrack_installed_build.stdout
",https://old-galaxy.ansible.com/fubarhouse/jetbrains-youtrack,"name: Include youtrack distribution tasks

Answer: include_tasks: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - distribution
loop_control:
  loop_var: loop_distribution
tags:
- configuration
- packages
",0.7193164825439453,0.26925156194170574
181,,icasimpan-oss,18,name: Drupal7 variables include,drupal,data/repos/icasimpan-oss/drupal/tasks/main.yml,"include_vars:
  file: vars/drupal7x.yml
when: drupal_ver == ""7x""
",https://old-galaxy.ansible.com/icasimpan-oss/drupal,"name: Drupal7 variables include

Answer: include_vars: drupal7.yml
when: drupal_version == ""7.x""
",0.8793021440505981,0.4949574788004617
182,,arista,1828158,name: Enable eapi,eos,data/repos/arista/eos/integration/targets/prepare_eos_tests/tasks/main.yml,"become: true
connection: ansible.netcommon.network_cli
arista.eos.eos_eapi:
  http: true
  https: true
  local_http: false
  enable_socket: true
tags:
- httpapi
",https://old-galaxy.ansible.com/arista/eos,"name: Enable eapi service

Answer: systemd:
  name: eapilib.service
  enabled: true
",0.7443022131919861,0.14563568457250262
183,,lorena1205,1,name: Verifica se arquivo banco.php existe,web_server,data/repos/lorena1205/web_server/tasks/configure.yml,"stat:
  path: /var/www/html/include/banco.php
register: banco_php_file
",https://old-galaxy.ansible.com/lorena1205/web_server,"name: Verifica se arquivo banco.php existe

Answer: stat:
  path: /var/www/html/banco.php
register: arquivo_banco
",0.865748405456543,0.48422127533034354
184,GPL-2.0,cocoy,41,name: Ensure MySQL client present using yum,strider,data/repos/cocoy/strider/tasks/setup-RedHat.yml,"sudo: true
yum:
  name: ''
  state: present
",https://old-galaxy.ansible.com/cocoy/strider,"name: Ensure MySQL client present using yum

Answer: yum:
  name: mysql
  state: present
when: ansible_pkg_mgr == ""yum""
",0.7740068435668945,0.2552597534205535
185,MIT,ussrlongbow,2982,name: Install Percona Toolkit package,percona_toolkit,data/repos/ussrlongbow/percona_toolkit/tasks/main.yml,"apt:
  name: percona-toolkit
  state: present
  update_cache: true
",https://old-galaxy.ansible.com/ussrlongbow/percona_toolkit,"name: Install Percona Toolkit package

Answer: apt:
  name: percona-toolkit
  state: latest
",0.8563113808631897,0.48570144213914
186,,hyperfocus1337,9,name: remove openssl archive,ansible_nginx_role,data/repos/hyperfocus1337/ansible_nginx_role/tasks/download/openssl/openssl-release.yml,"file: path={{ downloads }}openssl/ state=absent
",https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,"name: remove openssl archive

Answer: file:
  path: /tmp/openssl-1.0.2k.tar.gz
  state: absent
",0.7820964455604553,0.255891237504114
187,GPL-3.0-only,westchesterpubliclibrary,1,name: Recreate jackett container,ansible-centos7-docker,data/repos/westchesterpubliclibrary/ansible-centos7-docker/roles/docker-jackett/tasks/main.yml,"docker_container:
  name: jackett
  image: linuxserver/jackett
  state: started
  restart_policy: unless-stopped
  recreate: true
  restart: true
  pull: true
  exposed_ports:
  - 9117
  published_ports:
  - 9117:9117
  volumes:
  - /docker/containers/jackett/downloads:/downloads
  - /docker/containers/jackett/config:/config
  - /etc/localtime:/etc/localtime:ro
  env:
    TZ: America/Chicago
    PUID: 1000
    PGID: 1000
tags:
- jackett
",https://old-galaxy.ansible.com/westchesterpubliclibrary/ansible-centos7-docker,"name: Recreate jackett container

Answer: docker_container:
  name: jackett
  image: jackett/jackett:latest
  state: started
  restart_policy: always
  volumes:
  - /config/jackett/config.json:/config/jackett/config.json
  ports:
  - 9117:9117
  env:
    APPDATA: /config/jackett
    JACKETT_INSTALL_PLUGINS: 'true'
    JACKETT_PLUGIN_UPDATE: 'true'
",0.8162058591842651,0.4794775400935103
188,GPL-3.0-only,adnanhodzic,288,name: Install docker-ce and docker-compose,docker-compose,data/repos/adnanhodzic/docker-compose/tasks/main.yml,"apt:
  pkg:
  - docker-ce
  - docker-compose
  update_cache: true
  install_recommends: true
  state: present
",https://old-galaxy.ansible.com/adnanhodzic/docker-compose,"name: Install docker-ce and docker-compose

Answer: ansible.builtin.package:
  name:
  - docker-ce
  - docker-ce-cli
  - containerd.io
  state: present
",0.8313533663749695,0.44578901076600586
189,MIT,georgenalen,61,name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set,windows_2019_cis,data/repos/georgenalen/windows_2019_cis/tasks/section18.yml,"  to Disabled
block:
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOndomain
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOndomain
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | AllowLLTDIOOnPublicNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: AllowLLTDIOOnPublicNet
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | EnableLLTDIO
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: EnableLLTDIO
    data: 0
    type: dword
- name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set
    to Disabled | ProhibitLLTDIOOnPrivateNet
  win_regedit:
    path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
    name: ProhibitLLTDIOOnPrivateNet
    data: 0
    type: dword
when:
- rule_18_5_9_1
tags:
- level2-domaincontroller
- level2-memberserver
- rule_18.5.9.1
- patch
",https://old-galaxy.ansible.com/georgenalen/windows_2019_cis,"name: SCORED | 18.5.9.1 | PATCH | L2 Ensure Turn on Mapper IO LLTDIO driver is set

Answer:   to Disabled
win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\Lltd
  name: EnableLltd
  data: 0
  type: dword
when: rule_18_5_9_1
tags:
- level2
- rule_18.5.9.1
- patch
",0.8280301094055176,0.04178465659125496
190,,goldeagle,52,name: Install ranger,devops,data/repos/goldeagle/devops/ranger/tasks/main.yml,"apt:
  name: ranger
  state: present
",https://old-galaxy.ansible.com/goldeagle/devops,"name: Install ranger-tagview

Answer: ansible.builtin.yum:
  name: ranger-tagview
  state: present
when:
- ranger_tags_enabled
",0.7506229281425476,0.24992312939906117
